tag_grouping,message,category_20,bucket_original,full_conversion
AnD AI,Yes,Unclassified,TSI-WN-001,
AnD AI,"Hi Kadijah, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,Hi Troy! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hey Troy, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Troy, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Carolina, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Vehicle Issues,TSI-WN-001,
AnD AI,Hi Carolina! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hi Carolina, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,Hadn't received an email,Unclassified,TSI-WN-001,True
AnD AI,Oh I actually thought I was supposed to be waiting for a background check to clear,Background Check,TSI-WN-001,True
AnD AI,"Hey Tyler, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Hey Dilpreet, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hey Dilpreet! I understand it can be a bit slow at first, but don't worry—orders often come in bursts, especially during peak times. Keep an eye on your app! If you have any questions or need help getting started, I'm here for you. Let's get those deliveries rolling!",Needs Guidance,TSI-WN-001,
AnD AI,No orders,Market Concerns,TSI-WN-001,
AnD AI,"Hi Cindy, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,Hi Cindy! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hey Cindy, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Thanks for the update, Varinder! Sometimes, not receiving orders is just a glitch with the app. Reinstalling the Dasher app often fixes this issue, so it's worth a try. When do you think you'll be able to give it another go? I'm here to help if you need anything else!",Needs Guidance,TSI-WN-001,True
AnD AI,But I'll try again today or tommorow,Unclassified,TSI-WN-001,True
AnD AI,"Hello Alex, I was online for a whole hour yesterday, didn't get any order.",Documents,TSI-WN-001,True
AnD AI,"Hey Varinder, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"I really appreciate for that, I'll let you know when I will pick up my kids from school",Personal Circumstances,TSI-WN-001,True
AnD AI,"Hey Carine, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Vehicle Issues,TSI-WN-001,
AnD AI,Hi Carine! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hi Carine, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,Unfortunately the vehicles i have have V6 and V8 engines it would make delivery's expensive,Vehicle Issues,TSI-WN-001,
AnD AI,"Hey Danielle, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hey Danielle! I totally get it. Many Dashers start with just a car or bike, and you can upgrade later. Why not give it a shot today? It's easier than you think!",Vehicle Issues,TSI-WN-001,
AnD AI,Unfortunately the vehicles i have have V6 and V8 engines it would make delivery's expensive,Vehicle Issues,TSI-WN-001,
AnD AI,There are still a few things I need. I'm awaiting cup holders and this weekend I am going to attempt to buy a motor scooter,Vehicle Issues,TSI-WN-001,
AnD AI,Hey Danielle! I understand your concern about fuel costs with your V6 and V8 engines. Many Dashers use strategies like dashing during peak hours to maximize earnings. How about trying a delivery today and see how it goes?,Payment Questions,TSI-WN-001,
AnD AI,"Hey Keelan, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Keelan, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,No,Unclassified,TSI-WN-001,
AnD AI,stop,Unclassified,TSI-WN-001,
AnD AI,"Hi Ava, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Ava, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"No problem, Keeanna! If you're back in town during the week, consider checking out nearby busier zones during lunch or dinner rush hours. It might help you catch more orders. Let me know if you need tips on navigating to those areas!",Needs Guidance,TSI-WN-001,
AnD AI,"I tried to dash Wednesday but no orders were coming through, so I haven't tried since then",Market Concerns,TSI-WN-001,
AnD AI,"Hey Keeanna, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"I understand it was frustrating not getting orders on Wednesday, Keeanna. Sometimes dashing in busier zones can help. Have you thought about trying this weekend during lunch hours in a nearby area with more activity? It could make a big difference!",Market Concerns,TSI-WN-001,
AnD AI,I will be out of town this weekend but I plan to try sometime this week,Scheduling Issues,TSI-WN-001,
AnD AI,Starting this weekend,Unclassified,TSI-WN-001,True
AnD AI,"That's awesome, Joyce! I'm really excited for you to start earning with DoorDash. If you have a bit of time today, even just a quick dash can help you get a feel for it before the weekend rush. Want to give it a try?",Needs Guidance,TSI-WN-001,True
AnD AI,"Hey Joyce, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Waiting on my 
Door dash card",Vehicle Issues,TSI-WN-001,True
AnD AI,"Hey Jason, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Got it, Jason! While you're waiting for your DoorDash card, you can check out this link for more info: https://help.doordash.com/dashers/s/article/DoorDash-Crimson. If you have any other questions or need help, feel free to ask. We're here to support you!",Needs Guidance,TSI-WN-001,True
AnD AI,Thank you I will have a good day,Encouragement,TSI-WN-001,True
AnD AI,"That's great to hear, Kasee! Once you have the car, you'll be all set to start earning. Even a couple of deliveries today can help you get a feel for it and start making some extra cash. Do you think you'll be able to give it a try later today?",Needs Guidance,TSI-WN-001,True
AnD AI,"Hey Kasee, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,I can when I get the car later today.  I just didn't have the car today,Scheduling Issues,TSI-WN-001,True
AnD AI,"Hw does it work, do you have a youtube link that would help?",Needs Guidance,TSI-WN-001,False
AnD AI,"Hey Anwar, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD AI,"Hi Anwar, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,False
AnD AI,"No worries! I'm here to help you get up and running with the app. The DoorDash app is pretty intuitive and guides you step by step through the delivery process. While I don't have a specific YouTube link, I can give you a quick rundown: 

1. Open the app and go online.
2. You'll receive delivery requests which you can accept.
3. Follow the in-app navigation to the restaurant and then to the customer.

A lot of new Dashers feel the same until they try out a few deliveries and realize how straightforward it is! Do you have some time this week to give it a try and see how it works for you?",Needs Guidance,TSI-WN-001,False
AnD AI,Yes,Unclassified,TSI-WN-001,True
AnD AI,I was going to watch a few YouTube videos first about the procedures . Who are you exactly? How do you know about my status ?,Documents,TSI-WN-001,True
AnD AI,"Hey Margaret, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Great! Once you're ready, just open the Dasher app and tap 'Dash Now' to start. You'll see available orders pop up, and you can choose which ones to accept. Remember, busy times like lunch and dinner can boost your earnings. Excited to see you back out there—want to give it a try today?",Personal Circumstances,TSI-WN-001,True
AnD AI,"I work directly with DoorDash to help new Dashers get started and answer any questions. YouTube videos are a great idea! Once you've watched a few, want me to walk you through what to expect on your first delivery?",Needs Guidance,TSI-WN-001,True
AnD AI,"Hey Amanda, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD AI,"Hi Amanda, you're all set to start delivering with DoorDash. Open the app and start earning today! Reply 'STOP' to opt out",App Issues,TSI-WN-001,False
AnD AI,"Hi Amanda, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,False
AnD AI,urs,Unclassified,TSI-WN-001,
AnD AI,yes,Unclassified,TSI-WN-001,
AnD AI,"That's awesome, Jermaine! I'm really excited for you to start earning with DoorDash. Now would be a great time to get out there and get started—those busy lunch and dinner rushes can really boost your earnings! Do you have a few minutes to dash today?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey jermaine, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi jermaine, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"I hope your child is feeling better now. If you have any questions about getting started or using the app, feel free to ask. Many Dashers find their rhythm quickly once they get going. You've got this! Is there anything specific you're wondering about or need help with right now?",Needs Guidance,TSI-WN-001,
AnD AI,Yes i haven't got started just yet my child had been sick,Unclassified,TSI-WN-001,
AnD AI,"Hey Ya-Meisha, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hey yolanda, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi yolanda, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,Hi yolanda! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,Helle,Unclassified,TSI-WN-001,
AnD AI,"Hey Maria, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Maria, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hi Maria! It's great that you're thinking ahead by signing up early. Getting started now can really help you get familiar with the process and gain valuable experience. Plus, you'll be ready to hit the ground running when things get busier. Are you considering doing a few deliveries soon to get a feel for it?",Needs Guidance,TSI-WN-001,
AnD AI,"Yes, thank you",Unclassified,TSI-WN-001,
AnD AI,Yes,Unclassified,TSI-WN-001,
AnD AI,"That's great to hear! Starting sooner can really help you get familiar with the process and build up some experience. Plus, even a few trial runs now can help you learn the ropes and be fully ready later. Do you think you might have time to give it a try this week?",Needs Guidance,TSI-WN-001,
AnD AI,"Hey Kaleigh, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Kaleigh, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hi Averie! Thanks for the update. If you're not seeing orders, try deleting and reinstalling the Dasher app. This can often resolve the issue. Let me know if it helps!",Needs Guidance,TSI-WN-001,
AnD AI,"Hey Averie, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,I've never get orders,Unclassified,TSI-WN-001,
AnD AI,Hi Makayla! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,False
AnD AI,"Hey Makayla, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD AI,"Hi Makayla, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,False
AnD AI,Hi Chelsea! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hey Chelsea, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Hi Chelsea! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Oh gotcha, sorry to hear that! For feedback, what changed your mind? .",Unclassified,TSI-WN-001,
AnD AI,Hello. Is there anyway I can close my account,Unclassified,TSI-WN-001,
AnD AI,"Hey Emad, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,I already canceled my account on the app,App Issues,TSI-WN-001,
AnD AI,I'm not interested in dashing anymore,No Interest,TSI-WN-001,
AnD AI,"Hi Eva, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Eva, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Hi Eva! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hi Carol, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Carol, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",Vehicle Issues,TSI-WN-001,
AnD AI,Hi Carol! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hi NIRILU, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey NIRILU, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Hi NIRILU! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,Hi Kayla! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hi Kayla, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Kayla, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Dwella, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,Hi Dwella! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hey Dwella, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Chelsea, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"That's awesome, Chelsea! I'm really excited for you to start earning with DoorDash. Now would be a great time to get out there and get started. Do you have a few minutes to give it a try today?",Scheduling Issues,TSI-WN-001,
AnD AI,"Hey Chelsea, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Yes,Unclassified,TSI-WN-001,
AnD AI,"Hi Arshdeep! That's awesome to hear you're starting tomorrow! 🎉 If you have any questions or need help, just let me know. Excited for you to begin your DoorDash journey!",Needs Guidance,TSI-WN-001,True
AnD AI,I will do dooodash tomorrow,Unclassified,TSI-WN-001,True
AnD AI,"Hey Arshdeep, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Hey Zulexy, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Estoy esperando scar mi auto del taller para comenzar,Vehicle Issues,TSI-WN-001,
AnD AI,"¡Entiendo! Los problemas con el auto pueden ser frustrantes. Mientras tanto, ¿has considerado usar un auto prestado de un amigo o familiar, o incluso alquilar uno a corto plazo? Algunos Dashers han hecho eso y les ha funcionado bien. Así podrías empezar a ganar algo de dinero para las reparaciones. ¿Te gustaría intentarlo?",Documents,TSI-WN-001,
AnD AI,"Hi Dylan, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,Hi Dylan! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hey Dylan, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Im sorry. I do have a full time job during the day. I was actually gonna try to do this Friday and Saturday during the day, but in the area where I actually work. Not trying to do it in san Antonio",Scheduling Issues,TSI-WN-001,
AnD AI,"Hey Yvonne, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"No worries, Yvonne! DoorDash is perfect for fitting around your full-time job. Many Dashers do short bursts on weekends just like you're planning. Friday and Saturday sound like great days to dash in your area. Ready to give it a go this weekend?",Scheduling Issues,TSI-WN-001,
AnD AI,"Hey Sara, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Hi, I have a day job somewhere else, but I will see if I can do the first one today evening, I just have some doubts and concerns still since it is the first time doing doordash.",Scheduling Issues,TSI-WN-001,True
AnD AI,"That's a smart plan! Many Dashers find weekends to be a great time to earn extra cash. Even a couple of hours can make a difference. If you give it a try today or Saturday, you'll get a feel for how it fits into your routine. Let me know how it goes!",Scheduling Issues,TSI-WN-001,True
AnD AI,That's great to hear! Many Dashers find it helpful to do a few deliveries on their days off or in short windows between shifts to see how it fits into their routine. Even a couple of hours a week can really add up. Do you have a specific day in mind to give it a try?,Needs Guidance,TSI-WN-001,True
AnD AI,"Yes I will try to try today, if I can't I will try on Saturday as I saw that there are many opportunities on weekends.",Unclassified,TSI-WN-001,True
AnD AI,"Yes, that's what I want at the moment a little extra money, yes I will try to try today.",Payment Questions,TSI-WN-001,True
AnD AI,"That's totally understandable! The great thing about DoorDash is that you can dash whenever it fits your schedule—no set hours, just on your terms. Many Dashers with full-time jobs do short bursts on weekends or evenings for extra cash. Do you think you might have a chance to try it out tonight?",Scheduling Issues,TSI-WN-001,True
AnD AI,Thanks you,Encouragement,TSI-WN-001,True
AnD AI,"Hey Christina, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,It's completely normal to feel that way! Many Dashers start with a practice dash or two just to get comfortable. You can even try it during a quieter time to ease into it. How about giving it a shot this week and see how it goes?,Scheduling Issues,TSI-WN-001,
AnD AI,I just got to do it I'm afraid of interacting with people at their homes,Documents,TSI-WN-001,
AnD AI,I'm very nervous,Unclassified,TSI-WN-001,
AnD AI,"I totally get that, Christina! A lot of new Dashers feel the same way until they try a few deliveries and see how the app guides them step by step. Would you like a quick walkthrough of the app to help ease those nerves?",Needs Guidance,TSI-WN-001,
AnD AI,"That's great to hear, Kayla! Jumping in today could be a fantastic way to get familiar with everything. If you have some time, you might want to try dashing during peak hours to maximize your earnings. You can also use the 'Dash Now' feature to see available opportunities. Ready to give it a go?",Payment Questions,TSI-WN-001,True
AnD AI,"Hey Kayla, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,I had a few things come up. Is it still possible to start tomorrow?,Unclassified,TSI-WN-001,True
AnD AI,"Hey Sabrina, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Hi Sabrina! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hi Sabrina, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Bryce, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,"Awesome, Bryce! Starting in a new area can be a bit daunting, but many Dashers find their groove quickly. To help you get familiar with the zones, check out this guide on finding hotspots: [https://help.doordash.com/dashers/s/article/How-can-I-find-hotspots-in-my-area](https://help.doordash.com/dashers/s/article/How-can-I-find-hotspots-in-my-area). If you have any other questions or need more tips, just let me know. I'm here to help you get started smoothly!",Needs Guidance,TSI-WN-001,True
AnD AI,"Hi, thank you for reaching out, it's no problem at all! I am trying to figure things out as I've never done this before. I signed up to work areas I'm not familiar with in Portland as they were the only zones available this last week. It's a bit intimidating at first. Today I'm scheduled to work in Vancouver WA which I am much more familiar with, so you will see me taking orders this afternoon and evening.",Scheduling Issues,TSI-WN-001,True
AnD AI,Great! I will check that out! Thanks for the help! I'll contact you if I have any questions.,Needs Guidance,TSI-WN-001,True
AnD AI,"No worries, Stephanie! Let's get you back on track. First, make sure you're using the Dasher app, not the Delivery app. If that's all set, try force closing the app and clearing the cache. If these steps don't work, let me know, and we can try something else or escalate the issue.",App Issues,TSI-WN-001,
AnD AI,Yes,Unclassified,TSI-WN-001,
AnD AI,I can't login,App Issues,TSI-WN-001,
AnD AI,"Oh got it, ok if you have the doordash app to order food, can you make sure that that phone number matches the one that you need? sometimes it'll sync to your ordering app for some reason. If that doesn't work you can give dasher support a call to update that number .",Scheduling Issues,TSI-WN-001,
AnD AI,I called twice and it's still not fixed . They escalated it but the number still doesn't match my email . I checked the DoorDash app to buy food as well and that is accurate . I still can't sign in to the driver side .,App Issues,TSI-WN-001,
AnD AI,"Sorry, I'm unable to assist on this issue. Here are some ways to contact DoorDash support. 1-855-973-1040 help.doordash.com/dashers/s/dasher-support",Needs Guidance,TSI-WN-001,
AnD AI,I just tried it again and it tells me it's not the correct email to my number .,Unclassified,TSI-WN-001,
AnD AI,Yes that doesn't work . It says my number doesn't match my email .,Unclassified,TSI-WN-001,
AnD AI,"oh I see ok, just to confirm is this the email that you're using to login? stephanieduvergeegmail@gmail.com .",App Issues,TSI-WN-001,
AnD AI,"Hey Stephanie, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Thanks for confirming, Stephanie. It looks like there might be a typo in your email. Could you double-check it for any errors? If everything seems correct, we can escalate this to support to ensure your account details are accurate.",App Issues,TSI-WN-001,
AnD AI,"Hey Paige, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Kinda nervous about it honestly as I don't want to be in an unfamiliar area by myself. Tracking the hot hours and seeing when would be best for me to make the most profit without going over on expenses.,Scheduling Issues,TSI-WN-001,
AnD AI,"I totally get that, Paige. The app actually guides you step by step, so it can help ease those nerves. If you want, I can walk you through the interface or share some resources to get you familiar with it. Would that help you feel more comfortable?",Needs Guidance,TSI-WN-001,
AnD AI,"Hi Audrey, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Audrey, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Hi Audrey! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,Not at the moment. Just was curious about the process originally.,Process Questions,TSI-WN-001,
AnD AI,"Hi Sam, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Sam, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,Hi Tyler! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,Hi Tyler! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD AI,"Hey Tyler, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD AI,"Hi Tyler, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD AI,"Hey Herminio, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD AI,Waiting for my bag,Wait Time,TSI-WN-001,True
AnD AI,Ok great,Encouragement,TSI-WN-001,True
