opportunity_uuid,task_type,content,timestamp
2d19633a-fdf9-43dc-8cd5-96c38911bfab,sms,Sample sms for opportunity 2d19633a-fdf9-43dc-8cd5-96c38911bfab,2025-06-01 10:00:00
c900274e-f44f-48df-8733-023cadbac71f,call,Sample call for opportunity c900274e-f44f-48df-8733-023cadbac71f,2025-06-01 10:00:00
c900274e-f44f-48df-8733-023cadbac71f,sms,Sample sms for opportunity c900274e-f44f-48df-8733-023cadbac71f,2025-06-01 10:00:00
ec5653e1-d0e9-447a-9f91-44b5b1166a0a,call,Sample call for opportunity ec5653e1-d0e9-447a-9f91-44b5b1166a0a,2025-06-01 10:00:00
ec5653e1-d0e9-447a-9f91-44b5b1166a0a,sms,Sample sms for opportunity ec5653e1-d0e9-447a-9f91-44b5b1166a0a,2025-06-01 10:00:00
bc707732-8105-4f68-9e95-1d1e476335aa,call,Sample call for opportunity bc707732-8105-4f68-9e95-1d1e476335aa,2025-06-01 10:00:00
bc707732-8105-4f68-9e95-1d1e476335aa,sms,Sample sms for opportunity bc707732-8105-4f68-9e95-1d1e476335aa,2025-06-01 10:00:00
f6af9589-9b9c-4963-8ebd-b24685f8f4f2,call,Sample call for opportunity f6af9589-9b9c-4963-8ebd-b24685f8f4f2,2025-06-01 10:00:00
f6af9589-9b9c-4963-8ebd-b24685f8f4f2,sms,Sample sms for opportunity f6af9589-9b9c-4963-8ebd-b24685f8f4f2,2025-06-01 10:00:00
f284f064-910b-470b-94ee-66d1ba850a37,call,Sample call for opportunity f284f064-910b-470b-94ee-66d1ba850a37,2025-06-01 10:00:00
f284f064-910b-470b-94ee-66d1ba850a37,sms,Sample sms for opportunity f284f064-910b-470b-94ee-66d1ba850a37,2025-06-01 10:00:00
1c4a38fd-552f-41f4-92f5-6ff710bb7aed,call,Sample call for opportunity 1c4a38fd-552f-41f4-92f5-6ff710bb7aed,2025-06-01 10:00:00
1c4a38fd-552f-41f4-92f5-6ff710bb7aed,sms,Sample sms for opportunity 1c4a38fd-552f-41f4-92f5-6ff710bb7aed,2025-06-01 10:00:00
e9559674-99e7-486a-a101-ef2666faf8d2,call,Sample call for opportunity e9559674-99e7-486a-a101-ef2666faf8d2,2025-06-01 10:00:00
e9559674-99e7-486a-a101-ef2666faf8d2,sms,Sample sms for opportunity e9559674-99e7-486a-a101-ef2666faf8d2,2025-06-01 10:00:00
413d4d0a-8467-43c2-b823-6f594b03e307,call,Sample call for opportunity 413d4d0a-8467-43c2-b823-6f594b03e307,2025-06-01 10:00:00
413d4d0a-8467-43c2-b823-6f594b03e307,sms,Sample sms for opportunity 413d4d0a-8467-43c2-b823-6f594b03e307,2025-06-01 10:00:00
838dff9e-33a0-4f44-b2d3-213084657978,call,Sample call for opportunity 838dff9e-33a0-4f44-b2d3-213084657978,2025-06-01 10:00:00
838dff9e-33a0-4f44-b2d3-213084657978,sms,Sample sms for opportunity 838dff9e-33a0-4f44-b2d3-213084657978,2025-06-01 10:00:00
c1054205-d084-4e0e-87e9-1fbaba5efde3,call,Sample call for opportunity c1054205-d084-4e0e-87e9-1fbaba5efde3,2025-06-01 10:00:00
c1054205-d084-4e0e-87e9-1fbaba5efde3,sms,Sample sms for opportunity c1054205-d084-4e0e-87e9-1fbaba5efde3,2025-06-01 10:00:00
57f97c28-437e-48f3-8f7f-988cd77aec9f,call,Sample call for opportunity 57f97c28-437e-48f3-8f7f-988cd77aec9f,2025-06-01 10:00:00
57f97c28-437e-48f3-8f7f-988cd77aec9f,sms,Sample sms for opportunity 57f97c28-437e-48f3-8f7f-988cd77aec9f,2025-06-01 10:00:00
75df6bc6-371f-460f-8c4e-d4fbc510f691,call,Sample call for opportunity 75df6bc6-371f-460f-8c4e-d4fbc510f691,2025-06-01 10:00:00
75df6bc6-371f-460f-8c4e-d4fbc510f691,sms,Sample sms for opportunity 75df6bc6-371f-460f-8c4e-d4fbc510f691,2025-06-01 10:00:00
f22b801a-e83e-4433-a96f-5f90914ef412,call,Sample call for opportunity f22b801a-e83e-4433-a96f-5f90914ef412,2025-06-01 10:00:00
f22b801a-e83e-4433-a96f-5f90914ef412,sms,Sample sms for opportunity f22b801a-e83e-4433-a96f-5f90914ef412,2025-06-01 10:00:00
70e882fa-0008-4271-8cd4-9fc2079dc063,call,Sample call for opportunity 70e882fa-0008-4271-8cd4-9fc2079dc063,2025-06-01 10:00:00
70e882fa-0008-4271-8cd4-9fc2079dc063,sms,Sample sms for opportunity 70e882fa-0008-4271-8cd4-9fc2079dc063,2025-06-01 10:00:00
46349745-9cbe-4a87-af9d-0a786cf76475,call,Sample call for opportunity 46349745-9cbe-4a87-af9d-0a786cf76475,2025-06-01 10:00:00
46349745-9cbe-4a87-af9d-0a786cf76475,sms,Sample sms for opportunity 46349745-9cbe-4a87-af9d-0a786cf76475,2025-06-01 10:00:00
c16ba3ee-80b4-44ed-bb43-2366e9748262,call,Sample call for opportunity c16ba3ee-80b4-44ed-bb43-2366e9748262,2025-06-01 10:00:00
c16ba3ee-80b4-44ed-bb43-2366e9748262,sms,Sample sms for opportunity c16ba3ee-80b4-44ed-bb43-2366e9748262,2025-06-01 10:00:00
87a4eaaf-fdf6-4875-8a3e-385adf09d694,call,Sample call for opportunity 87a4eaaf-fdf6-4875-8a3e-385adf09d694,2025-06-01 10:00:00
87a4eaaf-fdf6-4875-8a3e-385adf09d694,sms,Sample sms for opportunity 87a4eaaf-fdf6-4875-8a3e-385adf09d694,2025-06-01 10:00:00
1764cc1b-8971-47e7-a6c8-debcc6de8c48,call,Sample call for opportunity 1764cc1b-8971-47e7-a6c8-debcc6de8c48,2025-06-01 10:00:00
1764cc1b-8971-47e7-a6c8-debcc6de8c48,sms,Sample sms for opportunity 1764cc1b-8971-47e7-a6c8-debcc6de8c48,2025-06-01 10:00:00
9337b79f-ae46-4191-928a-895cdeebb971,call,Sample call for opportunity 9337b79f-ae46-4191-928a-895cdeebb971,2025-06-01 10:00:00
9337b79f-ae46-4191-928a-895cdeebb971,sms,Sample sms for opportunity 9337b79f-ae46-4191-928a-895cdeebb971,2025-06-01 10:00:00
5c0db6be-ba0e-4cac-9c2e-c7039cb4b515,call,Sample call for opportunity 5c0db6be-ba0e-4cac-9c2e-c7039cb4b515,2025-06-01 10:00:00
5c0db6be-ba0e-4cac-9c2e-c7039cb4b515,sms,Sample sms for opportunity 5c0db6be-ba0e-4cac-9c2e-c7039cb4b515,2025-06-01 10:00:00
39030e86-5ec6-41af-8927-70f476be20d1,call,Sample call for opportunity 39030e86-5ec6-41af-8927-70f476be20d1,2025-06-01 10:00:00
39030e86-5ec6-41af-8927-70f476be20d1,sms,Sample sms for opportunity 39030e86-5ec6-41af-8927-70f476be20d1,2025-06-01 10:00:00
98e732a3-e681-4976-8970-5bd723e14474,call,Sample call for opportunity 98e732a3-e681-4976-8970-5bd723e14474,2025-06-01 10:00:00
98e732a3-e681-4976-8970-5bd723e14474,sms,Sample sms for opportunity 98e732a3-e681-4976-8970-5bd723e14474,2025-06-01 10:00:00
256445b6-f27d-4d8f-89a8-25dcadc51181,call,Sample call for opportunity 256445b6-f27d-4d8f-89a8-25dcadc51181,2025-06-01 10:00:00
256445b6-f27d-4d8f-89a8-25dcadc51181,sms,Sample sms for opportunity 256445b6-f27d-4d8f-89a8-25dcadc51181,2025-06-01 10:00:00
6d146b4c-40d4-4808-9d03-78c827df8215,call,Sample call for opportunity 6d146b4c-40d4-4808-9d03-78c827df8215,2025-06-01 10:00:00
6d146b4c-40d4-4808-9d03-78c827df8215,sms,Sample sms for opportunity 6d146b4c-40d4-4808-9d03-78c827df8215,2025-06-01 10:00:00
d33fcd3f-1221-4a27-ac66-16269ab21a52,call,Sample call for opportunity d33fcd3f-1221-4a27-ac66-16269ab21a52,2025-06-01 10:00:00
d33fcd3f-1221-4a27-ac66-16269ab21a52,sms,Sample sms for opportunity d33fcd3f-1221-4a27-ac66-16269ab21a52,2025-06-01 10:00:00
8ec2a4e4-d9f8-4ebe-a96e-15adf41de029,call,Sample call for opportunity 8ec2a4e4-d9f8-4ebe-a96e-15adf41de029,2025-06-01 10:00:00
8ec2a4e4-d9f8-4ebe-a96e-15adf41de029,sms,Sample sms for opportunity 8ec2a4e4-d9f8-4ebe-a96e-15adf41de029,2025-06-01 10:00:00
0881a4d7-c70c-4f69-b9e2-364b7824998b,call,Sample call for opportunity 0881a4d7-c70c-4f69-b9e2-364b7824998b,2025-06-01 10:00:00
0881a4d7-c70c-4f69-b9e2-364b7824998b,sms,Sample sms for opportunity 0881a4d7-c70c-4f69-b9e2-364b7824998b,2025-06-01 10:00:00
4cdd9788-7d2c-4515-b92c-d23ada64a183,call,Sample call for opportunity 4cdd9788-7d2c-4515-b92c-d23ada64a183,2025-06-01 10:00:00
4cdd9788-7d2c-4515-b92c-d23ada64a183,sms,Sample sms for opportunity 4cdd9788-7d2c-4515-b92c-d23ada64a183,2025-06-01 10:00:00
71f36568-50e8-446f-b52e-6436af80d39b,call,Sample call for opportunity 71f36568-50e8-446f-b52e-6436af80d39b,2025-06-01 10:00:00
71f36568-50e8-446f-b52e-6436af80d39b,sms,Sample sms for opportunity 71f36568-50e8-446f-b52e-6436af80d39b,2025-06-01 10:00:00
4490482c-2ef5-4121-9d6d-b6ceff55cbbb,call,Sample call for opportunity 4490482c-2ef5-4121-9d6d-b6ceff55cbbb,2025-06-01 10:00:00
4490482c-2ef5-4121-9d6d-b6ceff55cbbb,sms,Sample sms for opportunity 4490482c-2ef5-4121-9d6d-b6ceff55cbbb,2025-06-01 10:00:00
9500e8c7-286d-4481-87c5-367f0e13d3c1,call,Sample call for opportunity 9500e8c7-286d-4481-87c5-367f0e13d3c1,2025-06-01 10:00:00
9500e8c7-286d-4481-87c5-367f0e13d3c1,sms,Sample sms for opportunity 9500e8c7-286d-4481-87c5-367f0e13d3c1,2025-06-01 10:00:00
6ceb6e84-2f56-4938-8bbd-5808cf8f14f9,call,Sample call for opportunity 6ceb6e84-2f56-4938-8bbd-5808cf8f14f9,2025-06-01 10:00:00
6ceb6e84-2f56-4938-8bbd-5808cf8f14f9,sms,Sample sms for opportunity 6ceb6e84-2f56-4938-8bbd-5808cf8f14f9,2025-06-01 10:00:00
b482a8dc-6c10-4196-b009-befa49206bce,call,Sample call for opportunity b482a8dc-6c10-4196-b009-befa49206bce,2025-06-01 10:00:00
b482a8dc-6c10-4196-b009-befa49206bce,sms,Sample sms for opportunity b482a8dc-6c10-4196-b009-befa49206bce,2025-06-01 10:00:00
5a6e5b3c-c06f-434f-97ce-4271e71d4927,call,Sample call for opportunity 5a6e5b3c-c06f-434f-97ce-4271e71d4927,2025-06-01 10:00:00
5a6e5b3c-c06f-434f-97ce-4271e71d4927,sms,Sample sms for opportunity 5a6e5b3c-c06f-434f-97ce-4271e71d4927,2025-06-01 10:00:00
2a91d921-2cc2-4832-807e-7efeee6c0ea7,call,Sample call for opportunity 2a91d921-2cc2-4832-807e-7efeee6c0ea7,2025-06-01 10:00:00
2a91d921-2cc2-4832-807e-7efeee6c0ea7,sms,Sample sms for opportunity 2a91d921-2cc2-4832-807e-7efeee6c0ea7,2025-06-01 10:00:00
a598c57a-45f7-471e-9ebc-d0bbd12add0c,call,Sample call for opportunity a598c57a-45f7-471e-9ebc-d0bbd12add0c,2025-06-01 10:00:00
a598c57a-45f7-471e-9ebc-d0bbd12add0c,sms,Sample sms for opportunity a598c57a-45f7-471e-9ebc-d0bbd12add0c,2025-06-01 10:00:00
52ba5fe3-5825-47f8-b743-83694cdcb3d8,call,Sample call for opportunity 52ba5fe3-5825-47f8-b743-83694cdcb3d8,2025-06-01 10:00:00
52ba5fe3-5825-47f8-b743-83694cdcb3d8,sms,Sample sms for opportunity 52ba5fe3-5825-47f8-b743-83694cdcb3d8,2025-06-01 10:00:00
be78ef9d-ce57-4b8e-a96a-622405af6b69,call,Sample call for opportunity be78ef9d-ce57-4b8e-a96a-622405af6b69,2025-06-01 10:00:00
be78ef9d-ce57-4b8e-a96a-622405af6b69,sms,Sample sms for opportunity be78ef9d-ce57-4b8e-a96a-622405af6b69,2025-06-01 10:00:00
eac9e5fc-9604-4fb4-9527-8f8bc98e45ad,call,Sample call for opportunity eac9e5fc-9604-4fb4-9527-8f8bc98e45ad,2025-06-01 10:00:00
eac9e5fc-9604-4fb4-9527-8f8bc98e45ad,sms,Sample sms for opportunity eac9e5fc-9604-4fb4-9527-8f8bc98e45ad,2025-06-01 10:00:00
454e5337-604d-42e8-9f0d-e4d30b39b576,call,Sample call for opportunity 454e5337-604d-42e8-9f0d-e4d30b39b576,2025-06-01 10:00:00
454e5337-604d-42e8-9f0d-e4d30b39b576,sms,Sample sms for opportunity 454e5337-604d-42e8-9f0d-e4d30b39b576,2025-06-01 10:00:00
90e84170-3b49-429b-a80d-61466342cfbd,call,Sample call for opportunity 90e84170-3b49-429b-a80d-61466342cfbd,2025-06-01 10:00:00
90e84170-3b49-429b-a80d-61466342cfbd,sms,Sample sms for opportunity 90e84170-3b49-429b-a80d-61466342cfbd,2025-06-01 10:00:00
dbe766be-94e2-4609-815b-5ddec3de0581,call,Sample call for opportunity dbe766be-94e2-4609-815b-5ddec3de0581,2025-06-01 10:00:00
dbe766be-94e2-4609-815b-5ddec3de0581,sms,Sample sms for opportunity dbe766be-94e2-4609-815b-5ddec3de0581,2025-06-01 10:00:00
a04a671d-8184-4105-bfd5-0ff85e26b3b0,call,Sample call for opportunity a04a671d-8184-4105-bfd5-0ff85e26b3b0,2025-06-01 10:00:00
a04a671d-8184-4105-bfd5-0ff85e26b3b0,sms,Sample sms for opportunity a04a671d-8184-4105-bfd5-0ff85e26b3b0,2025-06-01 10:00:00
9a19bf2e-de39-44bc-8cef-ed5b0ed73e4d,call,Sample call for opportunity 9a19bf2e-de39-44bc-8cef-ed5b0ed73e4d,2025-06-01 10:00:00
9a19bf2e-de39-44bc-8cef-ed5b0ed73e4d,sms,Sample sms for opportunity 9a19bf2e-de39-44bc-8cef-ed5b0ed73e4d,2025-06-01 10:00:00
2ca75d23-597d-425e-a565-6bbb18d1ad6c,call,Sample call for opportunity 2ca75d23-597d-425e-a565-6bbb18d1ad6c,2025-06-01 10:00:00
2ca75d23-597d-425e-a565-6bbb18d1ad6c,sms,Sample sms for opportunity 2ca75d23-597d-425e-a565-6bbb18d1ad6c,2025-06-01 10:00:00
4c3757bb-f436-4843-8d04-3e0ef1adc1f4,call,Sample call for opportunity 4c3757bb-f436-4843-8d04-3e0ef1adc1f4,2025-06-01 10:00:00
4c3757bb-f436-4843-8d04-3e0ef1adc1f4,sms,Sample sms for opportunity 4c3757bb-f436-4843-8d04-3e0ef1adc1f4,2025-06-01 10:00:00
d27fb4d4-0417-4893-82b8-e5bda1e9a079,call,Sample call for opportunity d27fb4d4-0417-4893-82b8-e5bda1e9a079,2025-06-01 10:00:00
d27fb4d4-0417-4893-82b8-e5bda1e9a079,sms,Sample sms for opportunity d27fb4d4-0417-4893-82b8-e5bda1e9a079,2025-06-01 10:00:00
f3b9bf06-6580-4023-8c54-9a86f65db0ce,call,Sample call for opportunity f3b9bf06-6580-4023-8c54-9a86f65db0ce,2025-06-01 10:00:00
f3b9bf06-6580-4023-8c54-9a86f65db0ce,sms,Sample sms for opportunity f3b9bf06-6580-4023-8c54-9a86f65db0ce,2025-06-01 10:00:00
4ca414b7-85f8-44c5-903f-d8e89cb3f1c0,call,Sample call for opportunity 4ca414b7-85f8-44c5-903f-d8e89cb3f1c0,2025-06-01 10:00:00
4ca414b7-85f8-44c5-903f-d8e89cb3f1c0,sms,Sample sms for opportunity 4ca414b7-85f8-44c5-903f-d8e89cb3f1c0,2025-06-01 10:00:00
4261080a-f06d-4d0f-9828-95f896a5f042,call,Sample call for opportunity 4261080a-f06d-4d0f-9828-95f896a5f042,2025-06-01 10:00:00
4261080a-f06d-4d0f-9828-95f896a5f042,sms,Sample sms for opportunity 4261080a-f06d-4d0f-9828-95f896a5f042,2025-06-01 10:00:00
7ecd0d00-aeed-4dc6-9bf4-fd0a2abae75b,call,Sample call for opportunity 7ecd0d00-aeed-4dc6-9bf4-fd0a2abae75b,2025-06-01 10:00:00
7ecd0d00-aeed-4dc6-9bf4-fd0a2abae75b,sms,Sample sms for opportunity 7ecd0d00-aeed-4dc6-9bf4-fd0a2abae75b,2025-06-01 10:00:00
37632b20-8f45-430e-8a37-8e3dbd741fc3,call,Sample call for opportunity 37632b20-8f45-430e-8a37-8e3dbd741fc3,2025-06-01 10:00:00
37632b20-8f45-430e-8a37-8e3dbd741fc3,sms,Sample sms for opportunity 37632b20-8f45-430e-8a37-8e3dbd741fc3,2025-06-01 10:00:00
a24e4166-2dd3-4149-ba86-77a4976b75f4,call,Sample call for opportunity a24e4166-2dd3-4149-ba86-77a4976b75f4,2025-06-01 10:00:00
a24e4166-2dd3-4149-ba86-77a4976b75f4,sms,Sample sms for opportunity a24e4166-2dd3-4149-ba86-77a4976b75f4,2025-06-01 10:00:00
fd9c9c22-08b0-42a7-88c9-fc0612ff8d25,call,Sample call for opportunity fd9c9c22-08b0-42a7-88c9-fc0612ff8d25,2025-06-01 10:00:00
fd9c9c22-08b0-42a7-88c9-fc0612ff8d25,sms,Sample sms for opportunity fd9c9c22-08b0-42a7-88c9-fc0612ff8d25,2025-06-01 10:00:00
d5281962-6ce1-4b64-a604-bda6b3ac7b28,call,Sample call for opportunity d5281962-6ce1-4b64-a604-bda6b3ac7b28,2025-06-01 10:00:00
d5281962-6ce1-4b64-a604-bda6b3ac7b28,sms,Sample sms for opportunity d5281962-6ce1-4b64-a604-bda6b3ac7b28,2025-06-01 10:00:00
f3dbc995-5674-4165-9baf-71b960ab8755,call,Sample call for opportunity f3dbc995-5674-4165-9baf-71b960ab8755,2025-06-01 10:00:00
f3dbc995-5674-4165-9baf-71b960ab8755,sms,Sample sms for opportunity f3dbc995-5674-4165-9baf-71b960ab8755,2025-06-01 10:00:00
3f9b446c-cf53-45dd-8a25-bf377ec24ca9,call,Sample call for opportunity 3f9b446c-cf53-45dd-8a25-bf377ec24ca9,2025-06-01 10:00:00
3f9b446c-cf53-45dd-8a25-bf377ec24ca9,sms,Sample sms for opportunity 3f9b446c-cf53-45dd-8a25-bf377ec24ca9,2025-06-01 10:00:00
53dfaff5-42f0-4932-a8b4-dbb0258529e7,call,Sample call for opportunity 53dfaff5-42f0-4932-a8b4-dbb0258529e7,2025-06-01 10:00:00
53dfaff5-42f0-4932-a8b4-dbb0258529e7,sms,Sample sms for opportunity 53dfaff5-42f0-4932-a8b4-dbb0258529e7,2025-06-01 10:00:00
1c011f15-c24f-4df0-bb68-dae9e871c7b7,call,Sample call for opportunity 1c011f15-c24f-4df0-bb68-dae9e871c7b7,2025-06-01 10:00:00
1c011f15-c24f-4df0-bb68-dae9e871c7b7,sms,Sample sms for opportunity 1c011f15-c24f-4df0-bb68-dae9e871c7b7,2025-06-01 10:00:00
cc3c811d-afc1-41b8-ae49-eee87c663d42,call,Sample call for opportunity cc3c811d-afc1-41b8-ae49-eee87c663d42,2025-06-01 10:00:00
cc3c811d-afc1-41b8-ae49-eee87c663d42,sms,Sample sms for opportunity cc3c811d-afc1-41b8-ae49-eee87c663d42,2025-06-01 10:00:00
4cb5e884-e20b-4a64-8a7e-24a71766885d,call,Sample call for opportunity 4cb5e884-e20b-4a64-8a7e-24a71766885d,2025-06-01 10:00:00
4cb5e884-e20b-4a64-8a7e-24a71766885d,sms,Sample sms for opportunity 4cb5e884-e20b-4a64-8a7e-24a71766885d,2025-06-01 10:00:00
5cb4d971-9ac4-4b08-9f87-74e980c7e8bc,call,Sample call for opportunity 5cb4d971-9ac4-4b08-9f87-74e980c7e8bc,2025-06-01 10:00:00
5cb4d971-9ac4-4b08-9f87-74e980c7e8bc,sms,Sample sms for opportunity 5cb4d971-9ac4-4b08-9f87-74e980c7e8bc,2025-06-01 10:00:00
b64f49e7-cbd6-4287-8263-14805621a58d,call,Sample call for opportunity b64f49e7-cbd6-4287-8263-14805621a58d,2025-06-01 10:00:00
b64f49e7-cbd6-4287-8263-14805621a58d,sms,Sample sms for opportunity b64f49e7-cbd6-4287-8263-14805621a58d,2025-06-01 10:00:00
6e0f8fbc-c6d7-4c18-afba-ac4ba937dbd4,call,Sample call for opportunity 6e0f8fbc-c6d7-4c18-afba-ac4ba937dbd4,2025-06-01 10:00:00
6e0f8fbc-c6d7-4c18-afba-ac4ba937dbd4,sms,Sample sms for opportunity 6e0f8fbc-c6d7-4c18-afba-ac4ba937dbd4,2025-06-01 10:00:00
26f22e5e-71f0-4997-81b2-40009f422888,call,Sample call for opportunity 26f22e5e-71f0-4997-81b2-40009f422888,2025-06-01 10:00:00
26f22e5e-71f0-4997-81b2-40009f422888,sms,Sample sms for opportunity 26f22e5e-71f0-4997-81b2-40009f422888,2025-06-01 10:00:00
a7d7d3f2-8505-447d-b190-271dc6ceac34,call,Sample call for opportunity a7d7d3f2-8505-447d-b190-271dc6ceac34,2025-06-01 10:00:00
a7d7d3f2-8505-447d-b190-271dc6ceac34,sms,Sample sms for opportunity a7d7d3f2-8505-447d-b190-271dc6ceac34,2025-06-01 10:00:00
208a9367-3495-4152-8046-b807d6f4b8ea,call,Sample call for opportunity 208a9367-3495-4152-8046-b807d6f4b8ea,2025-06-01 10:00:00
208a9367-3495-4152-8046-b807d6f4b8ea,sms,Sample sms for opportunity 208a9367-3495-4152-8046-b807d6f4b8ea,2025-06-01 10:00:00
5367bdbe-ec10-44c2-aa07-e70fa7342716,call,Sample call for opportunity 5367bdbe-ec10-44c2-aa07-e70fa7342716,2025-06-01 10:00:00
5367bdbe-ec10-44c2-aa07-e70fa7342716,sms,Sample sms for opportunity 5367bdbe-ec10-44c2-aa07-e70fa7342716,2025-06-01 10:00:00
c4a45b7e-19cf-453c-8eb9-3d0156223891,call,Sample call for opportunity c4a45b7e-19cf-453c-8eb9-3d0156223891,2025-06-01 10:00:00
c4a45b7e-19cf-453c-8eb9-3d0156223891,sms,Sample sms for opportunity c4a45b7e-19cf-453c-8eb9-3d0156223891,2025-06-01 10:00:00
372971de-0389-447a-aa44-f0adf4f98d89,call,Sample call for opportunity 372971de-0389-447a-aa44-f0adf4f98d89,2025-06-01 10:00:00
372971de-0389-447a-aa44-f0adf4f98d89,sms,Sample sms for opportunity 372971de-0389-447a-aa44-f0adf4f98d89,2025-06-01 10:00:00
8b7495c6-3503-4426-a4b5-0ea8bf61abc9,call,Sample call for opportunity 8b7495c6-3503-4426-a4b5-0ea8bf61abc9,2025-06-01 10:00:00
8b7495c6-3503-4426-a4b5-0ea8bf61abc9,sms,Sample sms for opportunity 8b7495c6-3503-4426-a4b5-0ea8bf61abc9,2025-06-01 10:00:00
456a2bc9-f816-4233-9c6e-6a613bf6a56c,call,Sample call for opportunity 456a2bc9-f816-4233-9c6e-6a613bf6a56c,2025-06-01 10:00:00
456a2bc9-f816-4233-9c6e-6a613bf6a56c,sms,Sample sms for opportunity 456a2bc9-f816-4233-9c6e-6a613bf6a56c,2025-06-01 10:00:00
475a18c1-646e-4181-b536-b25d36cce7ab,call,Sample call for opportunity 475a18c1-646e-4181-b536-b25d36cce7ab,2025-06-01 10:00:00
475a18c1-646e-4181-b536-b25d36cce7ab,sms,Sample sms for opportunity 475a18c1-646e-4181-b536-b25d36cce7ab,2025-06-01 10:00:00
911096a5-3318-4c77-88b9-f542f3a28830,call,Sample call for opportunity 911096a5-3318-4c77-88b9-f542f3a28830,2025-06-01 10:00:00
911096a5-3318-4c77-88b9-f542f3a28830,sms,Sample sms for opportunity 911096a5-3318-4c77-88b9-f542f3a28830,2025-06-01 10:00:00
8ecac518-2771-4d15-a131-99da46952575,call,Sample call for opportunity 8ecac518-2771-4d15-a131-99da46952575,2025-06-01 10:00:00
8ecac518-2771-4d15-a131-99da46952575,sms,Sample sms for opportunity 8ecac518-2771-4d15-a131-99da46952575,2025-06-01 10:00:00
5a34b3b3-547b-44f2-9636-72f4f146623e,call,Sample call for opportunity 5a34b3b3-547b-44f2-9636-72f4f146623e,2025-06-01 10:00:00
5a34b3b3-547b-44f2-9636-72f4f146623e,sms,Sample sms for opportunity 5a34b3b3-547b-44f2-9636-72f4f146623e,2025-06-01 10:00:00
1849c9df-8d2e-456f-851f-2ab52736e7a4,call,Sample call for opportunity 1849c9df-8d2e-456f-851f-2ab52736e7a4,2025-06-01 10:00:00
1849c9df-8d2e-456f-851f-2ab52736e7a4,sms,Sample sms for opportunity 1849c9df-8d2e-456f-851f-2ab52736e7a4,2025-06-01 10:00:00
512d25d5-9464-4e4f-8592-629ad499fb9d,call,Sample call for opportunity 512d25d5-9464-4e4f-8592-629ad499fb9d,2025-06-01 10:00:00
512d25d5-9464-4e4f-8592-629ad499fb9d,sms,Sample sms for opportunity 512d25d5-9464-4e4f-8592-629ad499fb9d,2025-06-01 10:00:00
89f5bcdd-3893-4499-bef6-0a83c6bc73f4,call,Sample call for opportunity 89f5bcdd-3893-4499-bef6-0a83c6bc73f4,2025-06-01 10:00:00
89f5bcdd-3893-4499-bef6-0a83c6bc73f4,sms,Sample sms for opportunity 89f5bcdd-3893-4499-bef6-0a83c6bc73f4,2025-06-01 10:00:00
274828ca-05d7-46a9-a395-6f90773623e7,call,Sample call for opportunity 274828ca-05d7-46a9-a395-6f90773623e7,2025-06-01 10:00:00
274828ca-05d7-46a9-a395-6f90773623e7,sms,Sample sms for opportunity 274828ca-05d7-46a9-a395-6f90773623e7,2025-06-01 10:00:00
7c9259a0-a19c-4669-b302-cf43974fc6ed,call,Sample call for opportunity 7c9259a0-a19c-4669-b302-cf43974fc6ed,2025-06-01 10:00:00
7c9259a0-a19c-4669-b302-cf43974fc6ed,sms,Sample sms for opportunity 7c9259a0-a19c-4669-b302-cf43974fc6ed,2025-06-01 10:00:00
f6bca445-506b-4756-a8cb-b542df44a566,call,Sample call for opportunity f6bca445-506b-4756-a8cb-b542df44a566,2025-06-01 10:00:00
f6bca445-506b-4756-a8cb-b542df44a566,sms,Sample sms for opportunity f6bca445-506b-4756-a8cb-b542df44a566,2025-06-01 10:00:00
7974fc35-fc03-4ac0-b6d0-15aab3794c59,call,Sample call for opportunity 7974fc35-fc03-4ac0-b6d0-15aab3794c59,2025-06-01 10:00:00
7974fc35-fc03-4ac0-b6d0-15aab3794c59,sms,Sample sms for opportunity 7974fc35-fc03-4ac0-b6d0-15aab3794c59,2025-06-01 10:00:00
ea713d25-f666-4980-b2b1-ea55fa002042,call,Sample call for opportunity ea713d25-f666-4980-b2b1-ea55fa002042,2025-06-01 10:00:00
ea713d25-f666-4980-b2b1-ea55fa002042,sms,Sample sms for opportunity ea713d25-f666-4980-b2b1-ea55fa002042,2025-06-01 10:00:00
f1826cbe-2f55-4666-8e7e-cdf4c462f9f2,call,Sample call for opportunity f1826cbe-2f55-4666-8e7e-cdf4c462f9f2,2025-06-01 10:00:00
f1826cbe-2f55-4666-8e7e-cdf4c462f9f2,sms,Sample sms for opportunity f1826cbe-2f55-4666-8e7e-cdf4c462f9f2,2025-06-01 10:00:00
abbfcb44-fe0e-4bd9-bfca-9f33e7f08982,call,Sample call for opportunity abbfcb44-fe0e-4bd9-bfca-9f33e7f08982,2025-06-01 10:00:00
abbfcb44-fe0e-4bd9-bfca-9f33e7f08982,sms,Sample sms for opportunity abbfcb44-fe0e-4bd9-bfca-9f33e7f08982,2025-06-01 10:00:00
58ec079d-ff9e-453a-b456-77d2dfa1c0ef,call,Sample call for opportunity 58ec079d-ff9e-453a-b456-77d2dfa1c0ef,2025-06-01 10:00:00
58ec079d-ff9e-453a-b456-77d2dfa1c0ef,sms,Sample sms for opportunity 58ec079d-ff9e-453a-b456-77d2dfa1c0ef,2025-06-01 10:00:00
